/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/allow-empty.mjs	valid	indeterminate	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/allow-cap-exact.mjs	valid	indeterminate	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/deny-cap-plus-one.mjs	too_large	deny	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/deny-invalid-utf8.mjs	invalid_utf8	deny	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/allow-local-export.mjs	valid	indeterminate	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/allow-object-property-import-meta.mjs	valid	indeterminate	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/allow-object-method-import.mjs	valid	indeterminate	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/allow-string-comment-lookalikes.mjs	valid	indeterminate	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/allow-regex-lookalike.mjs	valid	indeterminate	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/allow-eval-string-data.mjs	valid	indeterminate	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/allow-shadowed-commonjs.mjs	valid	indeterminate	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/deny-static-import.mjs	valid	deny	1	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/deny-side-effect-import.mjs	valid	deny	1	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/deny-export-named-from.mjs	valid	deny	1	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/deny-export-all-from.mjs	valid	deny	1	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/deny-dynamic-import.mjs	valid	indeterminate	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/deny-dynamic-computed.mjs	valid	indeterminate	0	unsupported	unsupported
/Users/dsteele/.codex/worktrees/ee77/capsule-corp/experiments/mjs-parser-boundary/fixtures/cases/deny-import-meta.mjs	valid	indeterminate	0	unsupported	unsupported
